url,jurisdiction,case_id,title,decision_year,nace_code,nace_label,companies,legal_basis,companies_normalized,docx_path
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-la-societe-abc-school,French,98-D-75,relative à une saisine de la société ABC School,1998,P,Education,"['ABC School', 'Chambre de commerce et d\'industrie de Nice-Côte d\'Azur', 'American International School']",,"[""abc school"", ""chambre de commerce et d'industrie de nice-cote d'azur"", ""american international school""]",relative-une-saisine-de-la-societe-abc-school.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-lagence-centrale-de-presse-communication-0,French,98-D-74,relative à une saisine de l'Agence Centrale de Presse-Communication,1998,J,Information and Communication,"['Agence Centrale de Presse-Communication', 'Agence France-Presse', 'Telpresse', 'Maxwell Média', 'Société coopérative de manutention']",Art. 102 TFEU,"[""agence centrale de presse-communication"", ""agence france-presse"", ""telpresse"", ""maxwell media"", ""societe cooperative de manutention""]",relative-une-saisine-de-lagence-centrale-de-presse-communication-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-situation-de-la-concurrence-dans-le-secteur-du-disque,French,98-D-76,relative à la situation de la concurrence dans le secteur du disque,1998,R,"Arts, Entertainment and Recreation","['Debard et Fils SA', 'Fnac SA', 'Relais Fnac Rouen', 'Sony Music Entertainment (France) SA', 'BMG France', 'Warner Music France', 'Carrère Music', 'Polygram SA', 'EMI France', 'Groupe Virgin Disques', 'East West France']",Art. 101 TFEU,"[""debard et fils"", ""fnac"", ""relais fnac rouen"", ""sony music entertainment (france)"", ""bmg"", ""warner music"", ""carrere music"", ""polygram"", ""emi"", ""groupe virgin disques"", ""east west""]",relative-la-situation-de-la-concurrence-dans-le-secteur-du-disque.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-des-societes-world-satellite-guadeloupe-et-martinique-tv-cable,French,98-D-79,relative à une saisine des sociétés World Satellite Guadeloupe et Martinique TV Câble,1998,J,Information and Communication,"['World Satellite Guadeloupe', 'Martinique TV Câble', 'Fédération nationale des sociétés de course de France', 'Havas Overseas']",,"[""world satellite guadeloupe"", ""martinique tv cable"", ""federation nationale des societes de course de"", ""havas overseas""]",relative-une-saisine-des-societes-world-satellite-guadeloupe-et-martinique-tv-cable.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-situation-de-la-concurrence-sur-le-marche-des-locaux-et-espaces-necessaires-0,French,98-MC-14,relative à la situation de la concurrence sur le marché des locaux et espaces nécessaires aux activités des sociétés de location de véhicules sans chauffeur mis à leur disposition par la Chambre de commerce et d'industrie de Nice-Côte d'Azur,1998,N,Administrative and Support Service Activities,"['Citer', 'Chambre de commerce et d\'industrie de Nice-Côte d\'Azur', 'Hertz', 'Avis', 'Europcar', 'Budget', 'Sixt Eurorent', 'EDA']",,"[""citer"", ""chambre de commerce et d'industrie de nice-cote d'azur"", ""hertz"", ""avis"", ""europcar"", ""budget"", ""sixt eurorent"", ""eda""]",relative-la-situation-de-la-concurrence-sur-le-marche-des-locaux-et-espaces-necessaires-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-aeroports-de-paris-dans-le-secteur-de,French,98-D-77,relative à des pratiques mises en œuvre par Aéroports de Paris dans le secteur de l'hôtellerie à la périphérie de l'aéroport de Paris Roissy Charles de Gaulle,1998,I,Accommodation and Food Service Activities,"['Aéroports de Paris', 'Association du parc hôtelier de la périphérie de l\'aéroport de Paris Roissy Charles de Gaulle']",,"[""aeroports de paris"", ""association du parc hotelier de la peripherie de l'aeroport de paris roissy charles de gaulle""]",relative-des-pratiques-mises-en-oeuvre-par-aeroports-de-paris-dans-le-secteur-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-et-une-demande-de-mesures-conservatoires-presentees-par-la-societe-13,French,98-MC-15,relative à une saisine et à une demande de mesures conservatoires présentées par la société France bus publicité,1998,J,Information and Communication,"['France bus publicité', 'Société nationale des chemins de fer français', 'France rail publicité', 'Société lyonnaise de transports en commun', 'Syndicat mixte des transports pour le Rhône et l\'agglomération lyonnaise', 'Métrobus', 'More Group France']",Art. 101 TFEU,"[""france bus publicite"", ""societe nationale des chemins de fer francais"", ""france rail publicite"", ""societe lyonnaise de transports en commun"", ""syndicat mixte des transports pour le rhone et l'agglomeration lyonnaise"", ""metrobus"", ""more""]",relative-une-saisine-et-une-demande-de-mesures-conservatoires-presentees-par-la-societe-13.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-toffolutti,French,98-MC-16,relative à une demande de mesures conservatoires présentée par la société Toffolutti,1998,F,Construction,"['Toffolutti', 'Screg Ile-de-France Normandie', 'Colas Ile-de-France Normandie', 'Devaux', 'Eurovia']",Art. 102 TFEU,"[""toffolutti"", ""screg ile-de-france normandie"", ""colas ile-de-france normandie"", ""devaux"", ""eurovia""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-toffolutti.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-gaz-de-france-dans-le-secteur-du-chauffage,French,98-D-83,relative à des pratiques mises en œuvre par Gaz de France dans le secteur du chauffage collectif,1998,D,"Electricity, Gas, Steam and Air Conditioning Supply",['Gaz de France'],,"[""gaz de""]",relative-des-pratiques-mises-en-oeuvre-par-gaz-de-france-dans-le-secteur-du-chauffage.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-la-societe-design-concept,French,98-D-82,relative à une saisine de la société Design Concept,1998,J,Information and Communication,"['Design Concept', 'France Télécom Mobiles Services France']",,"[""design concept"", ""france telecom mobiles services""]",relative-une-saisine-de-la-societe-design-concept.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-dans-le-secteur-de-lexpertise-des-objets-dart-et-de,French,98-D-81,relative à des pratiques mises en œuvre dans le secteur de l'expertise des objets d'art et de collection,1998,M,"Professional, Scientific and Technical Activities","['Chambre nationale des experts spécialisés en objets d\'art et de collection', 'Compagnie nationale des experts spécialisés en livres, antiquités, tableaux et curiosités', 'Syndicat français des experts professionnels en œuvres d\'art et objets de collection', 'Union française des experts spécialisés en antiquités et objets d\'art']",,"[""chambre nationale des experts specialises en objets d'art et de collection"", ""compagnie nationale des experts specialises en livres, antiquites, tableaux et curiosites"", ""syndicat francais des experts professionnels en œuvres d'art et objets de collection"", ""union francaise des experts specialises en antiquites et objets d'art""]",relative-des-pratiques-mises-en-oeuvre-dans-le-secteur-de-lexpertise-des-objets-dart-et-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-davis-presentee-par-lassociation-secours-69,French,98-D-80,relative à une demande d'avis présentée par l'association SECOURS 69,1998,Q,Human Health and Social Work Activities,['SECOURS 69'],,"[""secours 69""]",relative-une-demande-davis-presentee-par-lassociation-secours-69.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-du-ministre-de-leconomie-des-finances-et-de-lindustrie-sur-des,French,98-D-78,"relative à une saisine du ministre de l'économie, des finances et de l'industrie sur des pratiques constatées dans le secteur des parfums et cosmétiques de luxe",1998,C,Manufacturing,[],,[],relative-une-saisine-du-ministre-de-leconomie-des-finances-et-de-lindustrie-sur-des.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-les-societes-media-deal-et,French,98-MC-17,relative à une demande de mesures conservatoires présentée par les sociétés Média Deal et Média Médical,1998,J,Information and Communication,"['Média Deal', 'Média Médical', 'Conseil Média Santé', 'Prisme Santé', 'Espace Plus', 'Optispace Santé', 'Edinter', 'CTO', 'LEN Médical', 'Abstract Médical International', 'Le Panorama du Médecin', 'Le Concours Médical', 'Editions JB Baillere', 'Editions Scientifiques et Culturelles', 'Edition du Quotidien du Pharmacien']",,"[""media deal"", ""media medical"", ""conseil media sante"", ""prisme sante"", ""espace plus"", ""optispace sante"", ""edinter"", ""cto"", ""len medical"", ""abstract medical"", ""le panorama du medecin"", ""le concours medical"", ""editions jb baillere"", ""editions scientifiques et culturelles"", ""edition du quotidien du pharmacien""]",relative-une-demande-de-mesures-conservatoires-presentee-par-les-societes-media-deal-et.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-mises-en-oeuvre-par-la-societe-distri-club-medical,French,99-D-01,relative à des pratiques mises en œuvre par la société Distri club médical,1999,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Distri club médical', 'Terumo', 'Becton Dickinson']",,"[""distri club medical"", ""terumo"", ""becton dickinson""]",relative-des-pratiques-mises-en-oeuvre-par-la-societe-distri-club-medical.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-sarl-energie-de-bigorre,French,99-D-02,relative à une demande de mesures conservatoires présentée par la SARL Energie de Bigorre,1999,D,"Electricity, Gas, Steam and Air Conditioning Supply","['SARL Energie de Bigorre', 'Electricité de France']",Art. 102 TFEU,"[""sarl energie de bigorre"", ""electricite de""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-sarl-energie-de-bigorre.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-nc-numericable,French,99-MC-01,relative à une demande de mesures conservatoires présentée par la société NC NumériCâble,1999,J,Information and Communication,"['NC NumériCâble', 'France Télécom', 'Exante']",Art. 102 TFEU,"[""nc numericable"", ""france telecom"", ""exante""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-nc-numericable.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-presentee-par-la-societe-amme-lencontre-de-la-societe-du-tour-de,French,95-D-81,relative à une saisine présentée par la société A.M.M.E. à l'encontre de la Société du Tour de France,1995,R,"Arts, Entertainment and Recreation","['A.M.M.E.', 'Société du Tour de France']",,"[""a.m.m.e."", ""societe du tour de""]",relative-une-saisine-presentee-par-la-societe-amme-lencontre-de-la-societe-du-tour-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-concurrence-2,French,95-MC-13,relative à une demande de mesures conservatoires présentée par la société Concurrence,1995,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Concurrence', 'Darty et Fils', 'F.N.A.C. S.A.', 'Sony France']",Art. 101 TFEU,"[""concurrence"", ""darty et fils"", ""f.n.a.c."", ""sony""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-concurrence-2.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-loccasion-de-marches-de-fourniture-denrobes-pour-la-ville,French,95-D-37,relative à des pratiques relevées à l'occasion de marchés de fourniture d'enrobés pour la ville de Rennes,1995,F,Construction,[],,[],relative-des-pratiques-relevees-loccasion-de-marches-de-fourniture-denrobes-pour-la-ville.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-secteur-de-la-location-demplacements-publicitaires,French,95-D-39,relative à des pratiques relevées dans le secteur de la location d'emplacements publicitaires destinés à l'affichage de grand format,1995,R,"Arts, Entertainment and Recreation","['Avenir Havas Média', 'Billboard', 'Dauphin O.T.A.', 'Giraudy', 'More O\'Ferrall']",,"[""avenir havas media"", ""billboard"", ""dauphin o.t.a."", ""giraudy"", ""more o'ferrall""]",relative-des-pratiques-relevees-dans-le-secteur-de-la-location-demplacements-publicitaires.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-sur-le-marche-des-produits-chlorocyanuriques,French,95-D-10,relative à des pratiques relevées sur le marché des produits chlorocyanuriques,1995,C,Manufacturing,"['Elf-Atochem', 'Norsolor']",,"[""elf-atochem"", ""norsolor""]",relative-des-pratiques-relevees-sur-le-marche-des-produits-chlorocyanuriques.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-presentee-par-la-societe-la-soleiade,French,94-D-59,relative à une saisine présentée par la société La Soléiade.,1994,I,Accommodation and Food Service Activities,"['La Soléiade', 'Syndicat départemental de la Drôme des boulangers']",Art. 101 TFEU,"[""la soleiade"", ""syndicat departemental de la drome des boulangers""]",relative-une-saisine-presentee-par-la-societe-la-soleiade.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-aux-saisines-de-la-societe-cidrerie-de-la-brique-etablissements-dupont-et-de-m,French,94-D-45,relative aux saisines de la société Cidrerie de la Brique Établissements Dupont et de M. Joël Roulland,1994,C,Manufacturing,"['Cidrerie de la Brique, Etablissements Dupont', 'A.N.I.E.C.']",,"[""cidrerie de la brique, etablissements dupont"", ""a.n.i.e.c.""]",relative-aux-saisines-de-la-societe-cidrerie-de-la-brique-etablissements-dupont-et-de-m.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-du-syndicat-regional-de-lhospitalisation-privee-dile-de-france,French,94-D-17,relative à une saisine du syndicat régional de l'hospitalisation privée d'Ile-de-France,1994,Q,Human Health and Social Work Activities,"['Syndicat régional de l\'hospitalisation privée d\'Ile-de-France', 'Mutualité de la fonction publique']",,"[""syndicat regional de l'hospitalisation privee d'ile-de-"", ""mutualite de la fonction publique""]",relative-une-saisine-du-syndicat-regional-de-lhospitalisation-privee-dile-de-france.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-du-conseil-national-des-professions-de-lautomobile-lencontre-de-la,French,93-D-46,"relative à une saisine du Conseil national des professions de l'automobile à l'encontre de la Fédération nationale des syndicats d'agents généraux d'assurances, de la chambre syndicale des agents généraux d'assurances de l'Eure et de la chambre syndicale des agents généraux d'assurances du Calvados",1993,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Fédération nationale des syndicats d\'agents généraux d\'assurances', 'chambre syndicale des agents généraux d\'assurances de l\'Eure', 'chambre syndicale des agents généraux d\'assurances du Calvados']",Art. 101 TFEU,"[""federation nationale des syndicats d'agents generaux d'assurances"", ""chambre syndicale des agents generaux d'assurances de l'eure"", ""chambre syndicale des agents generaux d'assurances du calvados""]",relative-une-saisine-du-conseil-national-des-professions-de-lautomobile-lencontre-de-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-de-la-societe-sony-france-0,French,93-D-19,relative à des pratiques de la société Sony France,1993,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Sony France', 'Concurrence', 'Jean Chapelle', 'Semavem']",,"[""sony"", ""concurrence"", ""jean chapelle"", ""semavem""]",relative-des-pratiques-de-la-societe-sony-france-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-demande-de-mesures-conservatoires-presentee-par-la-societe-filetech,French,92-MC-11,relative à la demande de mesures conservatoires présentée par la société Filetech,1992,C,Manufacturing,"['Filetech', 'France Télécom']",Art. 102 TFEU,"[""filetech"", ""france telecom""]",relative-la-demande-de-mesures-conservatoires-presentee-par-la-societe-filetech.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-ploermelaise-de,French,93-MC-02,relative à une demande de mesures conservatoires présentée par la Société ploermelaise de friction industrielle,1993,C,Manufacturing,"['Société ploermelaise de friction industrielle', 'Ferodo Abex', 'Kemper Freins']",Art. 101 TFEU,"[""societe ploermelaise de friction industrielle"", ""ferodo abex"", ""kemper freins""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-ploermelaise-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-constatees-dans-le-secteur-de-limprimerie-de-labeur-dans-la-haute,French,92-D-55,relative à des pratiques constatées dans le secteur de l'imprimerie de labeur dans la Haute-Loire,1992,C,Manufacturing,"['syndicat des maîtres imprimeurs de la Haute-Loire', 'Fédération française de l\'imprimerie et des industries graphiques']",Art. 101 TFEU,"[""syndicat des maitres imprimeurs de la haute-loire"", ""federation francaise de l'imprimerie et des industries graphiques""]",relative-des-pratiques-constatees-dans-le-secteur-de-limprimerie-de-labeur-dans-la-haute.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-saisine-emanant-des-communes-de-dignes-les-bains-comps-sur-artuby-limans,French,92-D-54,"relative à la saisine émanant des communes de Dignes-les-Bains, Comps-sur-Artuby, Limans, Pierrefeu-du-Var, l'Union régionale P.A.C.A. de la C.F.D.T. et la Confédération paysanne 04",1992,J,Information and Communication,"['groupe Hachette', 'l\'Union régionale P.A.C.A. de la C.F.D.T.', 'la Confédération paysanne 04', 'communes de Dignes-les-Bains', 'Comps-sur-Artuby', 'Limans', 'Pierrefeu-du-Var']",,"[""groupe hachette"", ""l'union regionale p.a.c.a. de la c.f.d.t."", ""la confederation paysanne 04"", ""communes de dignes-les-bains"", ""comps-sur-artuby"", ""limans"", ""pierrefeu-du-var""]",relative-la-saisine-emanant-des-communes-de-dignes-les-bains-comps-sur-artuby-limans.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-anticoncurrentielles-constatees-au-sein-des-groupements-de,French,92-D-38,relative à des pratiques anticoncurrentielles constatées au sein des groupements de commerçants détaillants de produits électroménagers et d'électronique grand public : groupe G (G.I.T.E.M.) et Elco (Keny),1992,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['G.I.T.E.M.', 'Elco', 'S.A.R.L. Pecastaing', 'Copyrec', 'Intermarché', 'Darty', 'F.N.A.C.', 'Boulanger', 'Conforama', 'But', 'Mobis']",Art. 101 TFEU,"[""g.i.t.e.m."", ""elco"", ""s.a.r.l. pecastaing"", ""copyrec"", ""intermarche"", ""darty"", ""f.n.a.c."", ""boulanger"", ""conforama"", ""but"", ""mobis""]",relative-des-pratiques-anticoncurrentielles-constatees-au-sein-des-groupements-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-loccasion-dun-appel-doffres-pour-lexploitation-de-la,French,92-D-40,relative à des pratiques relevées à l'occasion d'un appel d'offres pour l'exploitation de la chaufferie du centre hospitalier général de Dieppe,1992,D,"Electricity, Gas, Steam and Air Conditioning Supply","['S.A. Blanzy-Ouest', 'S.A. Compagnie générale de chauffage à distance', 'S.A. Geteba', 'S.A. Montenay', 'S.A. Nouvelle de chauffage', 'S.A. Thermical']",Art. 101 TFEU,"[""s.a. blanzy-ouest"", ""s.a. compagnie generale de chauffage a distance"", ""s.a. geteba"", ""s.a. montenay"", ""s.a. nouvelle de chauffage"", ""s.a. thermical""]",relative-des-pratiques-relevees-loccasion-dun-appel-doffres-pour-lexploitation-de-la.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-dans-le-secteur-des-agents-prives-de-recherches,French,92-D-39,relative à des pratiques relevées dans le secteur des agents privés de recherches,1992,M,"Professional, Scientific and Technical Activities","['Conseil national supérieur professionnel des agents de recherches privées', 'Convention nationale des détectives français']",Art. 101 TFEU,"[""conseil national superieur professionnel des agents de recherches privees"", ""convention nationale des detectives francais""]",relative-des-pratiques-relevees-dans-le-secteur-des-agents-prives-de-recherches.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-constatees-dans-le-secteur-de-la-location-de-materiel-nautique-dans,French,92-D-41,relative à des pratiques constatées dans le secteur de la location de matériel nautique dans la région des gorges de l'Ardèche,1992,R,"Arts, Entertainment and Recreation","['Syndicat professionnel de défense des intérêts des loueurs d\'embarcations pour la descente des gorges de l\'Ardèche (Sydilega)', 'Escapade loisirs']",Art. 101 TFEU,"[""syndicat professionnel de defense des interets des loueurs d'embarcations pour la descente des gorges de l'ardeche (sydilega)"", ""escapade loisirs""]",relative-des-pratiques-constatees-dans-le-secteur-de-la-location-de-materiel-nautique-dans.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-emanant-de-la-societe-diavet-pouchol-adnot,French,92-D-42,relative à une saisine émanant de la société Diavet-Pouchol-Adnot,1992,S,Other Service Activities,"['Diavet-Pouchol-Adnot', 'Romelot', 'Pompes funèbres générales']",Art. 102 TFEU,"[""diavet-pouchol-adnot"", ""romelot"", ""pompes funebres generales""]",relative-une-saisine-emanant-de-la-societe-diavet-pouchol-adnot.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-confederation-europeenne,French,92-MC-09,relative à une demande de mesures conservatoires présentée par la Confédération européenne des travailleurs indépendants,1992,N,Administrative and Support Service Activities,"['Confédération européenne des travailleurs indépendants', 'caisses d\'assurance vieillesse et maladie']",,"[""confederation europeenne des travailleurs independants"", ""caisses d'assurance vieillesse et maladie""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-confederation-europeenne.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-saisine-presentee-par-la-societe-pluri-publi,French,92-D-43,relative à la saisine présentée par la société Pluri-Publi,1992,L,Real Estate Activities,"['Pluri-Publi', 'Socpresse S.A.', 'Publi Print', 'Presse Alliance S.A.', 'S.N.C. Le Parisien libéré', 'S.A.R.L. Le Monde']",Art. 101 TFEU,"[""pluri-publi"", ""socpresse"", ""publi print"", ""presse alliance"", ""s.n.c. le parisien libere"", ""s.a.r.l. le monde""]",relative-la-saisine-presentee-par-la-societe-pluri-publi.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-relevees-lors-de-la-xxe-foire-exposition-velay-auvergne,French,92-D-44,relative à des pratiques relevées lors de la XXe foire-exposition Velay-Auvergne,1992,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"['Etablissements P. Favier et Cie S.A.', 'J. Sabatier et Cie S.A.', 'S.A. des Etablissements Longo et Cie', 'S.A. Jamet Pneus', 'Etablissements Vidal', 'S.A.R.L. Cuisines Plus']",,"[""etablissements p. favier et cie"", ""j. sabatier et cie"", ""s.a. des etablissements longo et cie"", ""s.a. jamet pneus"", ""etablissements vidal"", ""s.a.r.l. cuisines plus""]",relative-des-pratiques-relevees-lors-de-la-xxe-foire-exposition-velay-auvergne.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-constatees-loccasion-dappels-doffre-pour-des-travaux-damelioration,French,92-D-45,relative à des pratiques constatées à l'occasion d'appels d'offre pour des travaux d'amélioration du réseau d'éclairage public à Abbeville,1992,F,Construction,"['Demouselle', 'Cegelec']",,"[""demouselle"", ""cegelec""]",relative-des-pratiques-constatees-loccasion-dappels-doffre-pour-des-travaux-damelioration.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-au-respect-de-linjonction-contenue-dans-la-decision-ndeg-91-d-57-relative-des,French,92-D-50,relative au respect de l'injonction contenue dans la décision n° 91-D-57 relative à des pratiques mises en œuvre par des organisations professionnelles de débitants de boissons dans le département du Nord,1992,I,Accommodation and Food Service Activities,"['Confédération des cafés, hôtels, restaurants, discothèques du Nord']",,"[""confederation des cafes, hotels, restaurants, discotheques du nord""]",relative-au-respect-de-linjonction-contenue-dans-la-decision-ndeg-91-d-57-relative-des.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-au-respect-de-linjonction-contenue-dans-la-decision-ndeg-91-d-56-relative-des,French,92-D-49,relative au respect de l'injonction contenue dans la décision n° 91-D-56 relative à des pratiques mises en œuvre par des organisations professionnelles de débitants de boissons dans le département de la Gironde,1992,I,Accommodation and Food Service Activities,"['syndicat général de l\'industrie hôtelière de la Gironde', 'syndicat général autonome de l\'industrie hôtelière de la Gironde', 'syndicat français de l\'hôtellerie', 'syndicat Cid-Unati de la Gironde']",,"[""syndicat general de l'industrie hoteliere de la gironde"", ""syndicat general autonome de l'industrie hoteliere de la gironde"", ""syndicat francais de l'hotellerie"", ""syndicat cid-unati de la gironde""]",relative-au-respect-de-linjonction-contenue-dans-la-decision-ndeg-91-d-56-relative-des.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-la-societe-source-perrier-0,French,92-D-48,relative à une saisine de la société Source Perrier,1992,E,"Water supply; sewerage, waste management and remediation activities","['Source Perrier', 'Nestlé', 'B.S.N.', 'Démilac']",,"[""source perrier"", ""nestle"", ""b.s.n."", ""demilac""]",relative-une-saisine-de-la-societe-source-perrier-0.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-la-societe-exor,French,92-D-47,relative à une saisine de la société Exor,1992,E,"Water supply; sewerage, waste management and remediation activities","['Exor', 'Nestlé', 'B.S.N.', 'Démilac']",,"[""exor"", ""nestle"", ""b.s.n."", ""demilac""]",relative-une-saisine-de-la-societe-exor.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-saisine-de-la-societe-source-perrier,French,92-D-46,relative à une saisine de la société Source Perrier,1992,E,"Water supply; sewerage, waste management and remediation activities","['Source Perrier', 'Nestlé', 'B.S.N.']",,"[""source perrier"", ""nestle"", ""b.s.n.""]",relative-une-saisine-de-la-societe-source-perrier.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-constatees-loccasion-dappels-doffres-de-travaux-de-genie-civil,French,92-D-51,relative à des pratiques constatées à l'occasion d'appels d'offres de travaux de génie civil à Banyuls-sur-Mer et au Canet,1992,F,Construction,"['Anrigo S.A.', 'Ferrer S.A.', 'Anrigo (Jacques)', 'Fabre et frères', 'Fabre et fils', 'Sempere', 'Sogea']",,"[""anrigo"", ""ferrer"", ""anrigo (jacques)"", ""fabre et freres"", ""fabre et fils"", ""sempere"", ""sogea""]",relative-des-pratiques-constatees-loccasion-dappels-doffres-de-travaux-de-genie-civil.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-des-pratiques-constatees-dans-le-secteur-de-la-production-de-lhuile-dolive,French,92-D-53,relative à des pratiques constatées dans le secteur de la production de l'huile d'olive,1992,A,"Agriculture, Forestry and Fishing","['Syndicat national des mouliniers', 'Fédération des coopératives oléicoles du Midi de la France']",Art. 101 TFEU,"[""syndicat national des mouliniers"", ""federation des cooperatives oleicoles du midi de la""]",relative-des-pratiques-constatees-dans-le-secteur-de-la-production-de-lhuile-dolive.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-la-saisine-presentee-par-le-conseil-regional-de-lordre-des-architectes-de,French,92-D-52,"relative à la saisine présentée par le conseil régional de l'ordre des architectes de Picardie, MM. Claisse et Rousseau et la société d'architecture BG concept",1992,F,Construction,"['conseil régional de l\'ordre des architectes de Picardie', 'MM. Claisse', 'MM. Rousseau', 'société d\'architecture BG Concept', 'Sechaud et Bossuyt Nord', 'Sechaud et Bossuyt Paris', 'Sechaud et Bossuyt Normandie']",Art. 101 TFEU,"[""conseil regional de l'ordre des architectes de picardie"", ""mm. claisse"", ""mm. rousseau"", ""societe d'architecture bg concept"", ""sechaud et bossuyt nord"", ""sechaud et bossuyt paris"", ""sechaud et bossuyt normandie""]",relative-la-saisine-presentee-par-le-conseil-regional-de-lordre-des-architectes-de.docx
https://www.autoritedelaconcurrence.fr/fr/decision/relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-vidal,French,92-MC-10,relative à une demande de mesures conservatoires présentée par la société Vidal,1992,C,Manufacturing,"['Vidal', 'Fédération française des sociétés d\'assurances']",Art. 101 TFEU,"[""vidal"", ""federation francaise des societes d'assurances""]",relative-une-demande-de-mesures-conservatoires-presentee-par-la-societe-vidal.docx
